AS Number,Community Value Type,Community Value Numeric,Community Value Pattern,Semantic Type,Semantic Sub Type,Semantic Text,Conforming
1299,explicit,30330,,tag,loc,"2-UA,3-Kiev",True
1299,explicit,30400,,tag,loc,"2-FR,3-Paris",True
1299,explicit,30410,,tag,loc,"2-FR,3-Marseille",True
1299,explicit,30420,,tag,loc,"2-FR,3-Lyon",True
1299,explicit,30430,,tag,loc,"2-ES,3-Madrid",True
1299,explicit,30440,,tag,loc,"2-ES,3-Barcelona",True
1299,explicit,30450,,tag,loc,"2-ES,3-Valencia",True
1299,explicit,30500,,tag,loc,"2-NL,3-Amsterdam",True
1299,explicit,30510,,tag,loc,"2-NL,3-Rotterdam",True
1299,explicit,30520,,tag,loc,"2-BE,3-Brussels",True
1299,explicit,30600,,tag,loc,"2-GB,3-London,3-Slough",True
1299,explicit,30620,,tag,loc,"2-IE,3-Dublin",True
1299,explicit,30700,,tag,loc,"2-DE,3-Frankfurt,3-Nurnberg",True
1299,explicit,30710,,tag,loc,"2-DE,3-Dusseldorf",True
1299,explicit,30720,,tag,loc,"2-DE,3-Munich",True
1299,explicit,30730,,tag,loc,"2-IT,3-Milan",True
1299,explicit,30740,,tag,loc,"2-CH,3-Zurich",True
1299,explicit,30750,,tag,loc,"2-DE,3-Stuttgart",True
1299,explicit,30760,,tag,loc,"2-DE,3-Cologne",True
1299,explicit,30770,,tag,loc,"2-IT,3-Rome",True
1299,explicit,30780,,tag,loc,"2-CH,3-Geneva",True
1299,explicit,30800,,tag,loc,"2-AT,3-Vienna",True
1299,explicit,30810,,tag,loc,"2-RS,3-Belgrade",True
1299,explicit,30820,,tag,loc,"2-HU,3-Budapest",True
1299,explicit,30830,,tag,loc,"2-BG,3-Sofia",True
1299,explicit,30840,,tag,loc,"2-RO,3-Bucharest",True
1299,explicit,30850,,tag,loc,"2-CZ,3-Prague",True
1299,explicit,30860,,tag,loc,"2-SK,3-Bratislava",True
1299,explicit,30870,,tag,loc,"2-HR,3-Zagreb",True
1299,explicit,35100,,tag,loc,"2-US,3-New York",True
1299,explicit,35110,,tag,loc,"2-US,3-Buffalo",True
1299,explicit,35120,,tag,loc,"2-CA,3-Toronto",True
1299,explicit,35130,,tag,loc,"2-US,3-Boston",True
1299,explicit,35140,,tag,loc,"2-US,3-Philadelphia",True
1299,explicit,35150,,tag,loc,"2-CA,3-Montreal",True
1299,explicit,35200,,tag,loc,"2-US,3-San José,3-Palo Alto,3-Santa Clara",True
1299,explicit,35210,,tag,loc,"2-US,3-Seattle",True
1299,explicit,35220,,tag,loc,"2-CA,3-Vancouver",True
1299,explicit,35230,,tag,loc,"2-US,3-Portland",True
1299,explicit,35240,,tag,loc,"2-US,3-Salt Lake City",True
1299,explicit,35250,,tag,loc,"2-US,3-Sacramento",True
1299,explicit,35300,,tag,loc,"2-US,3-Chicago",True
1299,explicit,35310,,tag,loc,"2-US,3-Cleveland",True
1299,explicit,35320,,tag,loc,"2-US,3-Denver",True
1299,explicit,35330,,tag,loc,"2-US,3-Kansas City",True
1299,explicit,35340,,tag,loc,"2-US,3-St Louis",True
1299,explicit,35350,,tag,loc,"2-US,3-Omaha",True
1299,explicit,35360,,tag,loc,"2-US,3-Indianapolis",True
1299,explicit,35370,,tag,loc,"2-US,3-Detroit",True
1299,explicit,35380,,tag,loc,"2-US,3-Minneapolis",True
1299,explicit,35390,,tag,loc,"2-US,3-Des Moines",True
1299,explicit,35400,,tag,loc,"2-US,3-Los Angeles",True
1299,explicit,35410,,tag,loc,"2-US,3-Phoenix",True
1299,explicit,35420,,tag,loc,"2-US,3-San Diego",True
1299,explicit,35430,,tag,loc,"2-US,3-Las Vegas",True
1299,explicit,35500,,tag,loc,"2-US,3-Dallas",True
1299,explicit,35510,,tag,loc,"2-US,3-McAllen",True
1299,explicit,35520,,tag,loc,"2-US,3-San Antonio",True
1299,explicit,35530,,tag,loc,"2-US,3-Austin",True
1299,explicit,35540,,tag,loc,"2-US,3-Houston",True
1299,explicit,35550,,tag,loc,"2-MX,3-Queretaro",True
1299,explicit,35560,,tag,loc,"2-MX,3-Monterrey",True
1299,explicit,35570,,tag,loc,"2-US,3-El Paso",True
1299,explicit,35580,,tag,loc,"2-US,3-Laredo",True
1299,explicit,35600,,tag,loc,"2-US,3-Ashburn,3-Reston,3-Manassas",True
1299,explicit,35610,,tag,loc,"2-US,3-Pittsburgh",True
1299,explicit,35700,,tag,loc,"2-US,3-Atlanta",True
1299,explicit,35710,,tag,loc,"2-US,3-Charlotte",True
1299,explicit,35720,,tag,loc,"2-US,3-Nashville",True
1299,explicit,35800,,tag,loc,"2-US,3-Miami",True
1299,explicit,35810,,tag,loc,"2-US,3-Boca Raton",True
1299,explicit,35820,,tag,loc,"2-US,3-Jacksonville",True
1299,explicit,37100,,tag,loc,"2-CN,3-Hong Kong",True
1299,explicit,37200,,tag,loc,"2-SG,3-Singapore",True
1299,explicit,37300,,tag,loc,"2-JP,3-Tokyo",True
1299,explicit,37310,,tag,loc,"2-JP,3-Osaka",True
1299,explicit,20100,,tag,loc,"2-DK,3-Copenhagen",True
1299,explicit,20200,,tag,loc,"2-SE,3-Stockholm",True
1299,explicit,20220,,tag,loc,"2-NO,3-Oslo",True
1299,explicit,20230,,tag,loc,"2-FI,3-Helsinki",True
1299,explicit,20240,,tag,loc,"2-EE,3-Tallinn",True
1299,explicit,20250,,tag,loc,"2-RU,3-moscow",True
1299,explicit,20260,,tag,loc,"2-RU,3-Saint Petersburg",True
1299,explicit,20270,,tag,loc,"2-LV,3-Riga",True
1299,explicit,20300,,tag,loc,"2-PL,3-Warsaw",True
1299,explicit,20310,,tag,loc,"2-DE,3-Berlin",True
1299,explicit,20320,,tag,loc,"2-PL,3-poznan",True
1299,explicit,20330,,tag,loc,"2-UA,3-Kiev",True
1299,explicit,27100,,tag,loc,"2-HK,3-hong kong",True
1299,explicit,27200,,tag,loc,"2-SG,3-Singapore",True
1299,explicit,30100,,tag,fac,Copenhagen DK,True
1299,explicit,30420,,tag,fac,Lyon FR,True
1299,explicit,30440,,tag,fac,Barcelona ES,True
1299,explicit,30450,,tag,fac,Valencia ES,True
1299,explicit,30620,,tag,fac,Dublin IE,True
1299,explicit,30850,,tag,fac,Prague CZ,True
1299,explicit,30860,,tag,fac,Bratislava SK,True
1299,explicit,666,,blackhole,,,True
1759,explicit,1110,,pref,,110,True
1759,explicit,1050,,pref,,50,True
1759,explicit,1150,,pref,,150,True
1759,explicit,666,,blackhole,,,True
1759,regular,,^[1-5]001$,prepend,,1,True
1759,regular,,^[1-5]002$,prepend,,2,True
1759,regular,,^[1-5]003$,prepend,,3,True
1759,explicit,100,,tag,rel,customer,True
1764,explicit,24,,tag,rel,customer,True
1764,explicit,26,,tag,rel,customer,True
1764,explicit,29,,tag,rel,customer,True
1764,explicit,40610,,tag,rel,peer,True
1764,explicit,40630,,tag,rel,peer,True
1764,explicit,40640,,tag,rel,peer,True
1764,explicit,40650,,tag,rel,peer,True
1764,explicit,40670,,tag,rel,peer,True
1764,explicit,40680,,tag,rel,peer,True
1764,explicit,40690,,tag,rel,peer,True
1764,explicit,40700,,tag,rel,peer,True
1764,explicit,40710,,tag,rel,peer,True
1764,explicit,40720,,tag,rel,peer,True
1764,explicit,40730,,tag,rel,peer,True
1764,explicit,40740,,tag,rel,peer,True
1764,explicit,40750,,tag,rel,peer,True
1764,explicit,40770,,tag,rel,peer,True
1764,explicit,40010,,tag,asn,3356,True
1764,explicit,40020,,tag,asn,174,True
1764,explicit,40030,,tag,asn,8218,True
1764,explicit,40050,,tag,asn,3257,True
1764,explicit,20244,,tag,loc,2-AO,True
1764,explicit,20093,,tag,loc,2-AF,True
1764,explicit,20355,,tag,loc,2-AL,True
1764,explicit,20213,,tag,loc,2-DZ,True
1764,explicit,20376,,tag,loc,2-AD,True
1764,explicit,21264,,tag,loc,2-AI,True
1764,explicit,21268,,tag,loc,2-AG,True
1764,explicit,20054,,tag,loc,2-AR,True
1764,explicit,20374,,tag,loc,2-AM,True
1764,explicit,20061,,tag,loc,2-AU,True
1764,explicit,20043,,tag,loc,2-AT,True
1764,explicit,20994,,tag,loc,2-AZ,True
1764,explicit,21242,,tag,loc,2-BS,True
1764,explicit,20973,,tag,loc,2-BH,True
1764,explicit,20880,,tag,loc,2-BD,True
1764,explicit,21246,,tag,loc,2-BB,True
1764,explicit,20375,,tag,loc,2-BY,True
1764,explicit,20032,,tag,loc,2-BE,True
1764,explicit,20501,,tag,loc,2-BZ,True
1764,explicit,20229,,tag,loc,2-BJ,True
1764,explicit,21441,,tag,loc,2-BM,True
1764,explicit,20591,,tag,loc,2-BO,True
1764,explicit,20267,,tag,loc,2-BW,True
1764,explicit,20055,,tag,loc,2-BR,True
1764,explicit,20673,,tag,loc,2-BN,True
1764,explicit,20359,,tag,loc,2-BG,True
1764,explicit,20226,,tag,loc,2-BF,True
1764,explicit,20095,,tag,loc,2-MM,True
1764,explicit,20257,,tag,loc,2-BI,True
1764,explicit,20237,,tag,loc,2-CM,True
1764,explicit,20001,,tag,loc,2-CA,True
1764,explicit,20236,,tag,loc,2-CF,True
1764,explicit,20235,,tag,loc,2-TD,True
1764,explicit,20056,,tag,loc,2-CL,True
1764,explicit,20086,,tag,loc,2-CN,True
1764,explicit,20057,,tag,loc,2-CO,True
1764,explicit,20242,,tag,loc,2-CG,True
1764,explicit,20682,,tag,loc,2-CK,True
1764,explicit,20506,,tag,loc,2-CR,True
1764,explicit,20053,,tag,loc,2-CU,True
1764,explicit,20357,,tag,loc,2-CY,True
1764,explicit,20420,,tag,loc,2-CZ,True
1764,explicit,20045,,tag,loc,2-DK,True
1764,explicit,20253,,tag,loc,2-DJ,True
1764,explicit,21890,,tag,loc,2-DO,True
1764,explicit,20593,,tag,loc,2-EC,True
1764,explicit,20020,,tag,loc,2-EG,True
1764,explicit,20503,,tag,loc,2-SV,True
1764,explicit,20372,,tag,loc,2-EE,True
1764,explicit,20251,,tag,loc,2-ET,True
1764,explicit,20679,,tag,loc,2-FJ,True
1764,explicit,20358,,tag,loc,2-FI,True
1764,explicit,20033,,tag,loc,2-FR,True
1764,explicit,20594,,tag,loc,2-GF,True
1764,explicit,20241,,tag,loc,2-GA,True
1764,explicit,20220,,tag,loc,2-GM,True
1764,explicit,20995,,tag,loc,2-GE,True
1764,explicit,20049,,tag,loc,2-DE,True
1764,explicit,20233,,tag,loc,2-GH,True
1764,explicit,20350,,tag,loc,2-GI,True
1764,explicit,20030,,tag,loc,2-GR,True
1764,explicit,21809,,tag,loc,2-GD,True
1764,explicit,21671,,tag,loc,2-GU,True
1764,explicit,20502,,tag,loc,2-GT,True
1764,explicit,20224,,tag,loc,2-GN,True
1764,explicit,20592,,tag,loc,2-GY,True
1764,explicit,20509,,tag,loc,2-HT,True
1764,explicit,20504,,tag,loc,2-HN,True
1764,explicit,20852,,tag,loc,2-HK,True
1764,explicit,20036,,tag,loc,2-HU,True
1764,explicit,20354,,tag,loc,2-IS,True
1764,explicit,20091,,tag,loc,2-IN,True
1764,explicit,20062,,tag,loc,2-ID,True
1764,explicit,20098,,tag,loc,2-IR,True
1764,explicit,20964,,tag,loc,2-IQ,True
1764,explicit,20353,,tag,loc,2-IE,True
1764,explicit,20972,,tag,loc,2-IL,True
1764,explicit,20039,,tag,loc,2-IT,True
1764,explicit,21876,,tag,loc,2-JM,True
1764,explicit,20081,,tag,loc,2-JP,True
1764,explicit,20962,,tag,loc,2-JO,True
1764,explicit,20855,,tag,loc,2-KH,True
1764,explicit,20327,,tag,loc,2-KZ,True
1764,explicit,20254,,tag,loc,2-KE,True
1764,explicit,20082,,tag,loc,2-KR,True
1764,explicit,20965,,tag,loc,2-KW,True
1764,explicit,20331,,tag,loc,2-KG,True
1764,explicit,20856,,tag,loc,2-LA,True
1764,explicit,20371,,tag,loc,2-LV,True
1764,explicit,20961,,tag,loc,2-LB,True
1764,explicit,20266,,tag,loc,2-LS,True
1764,explicit,20231,,tag,loc,2-LR,True
1764,explicit,20218,,tag,loc,2-LY,True
1764,explicit,20423,,tag,loc,2-LI,True
1764,explicit,20370,,tag,loc,2-LT,True
1764,explicit,20352,,tag,loc,2-LU,True
1764,explicit,20853,,tag,loc,2-MO,True
1764,explicit,20261,,tag,loc,2-MG,True
1764,explicit,20265,,tag,loc,2-MW,True
1764,explicit,20060,,tag,loc,2-MY,True
1764,explicit,20960,,tag,loc,2-MV,True
1764,explicit,20223,,tag,loc,2-ML,True
1764,explicit,20356,,tag,loc,2-MT,True
1764,explicit,20230,,tag,loc,2-MU,True
1764,explicit,20052,,tag,loc,2-MX,True
1764,explicit,20373,,tag,loc,2-MD,True
1764,explicit,20377,,tag,loc,2-MC,True
1764,explicit,20976,,tag,loc,2-MN,True
1764,explicit,21664,,tag,loc,2-MS,True
1764,explicit,20212,,tag,loc,2-MA,True
1764,explicit,20258,,tag,loc,2-MZ,True
1764,explicit,20264,,tag,loc,2-NA,True
1764,explicit,20674,,tag,loc,2-NR,True
1764,explicit,20977,,tag,loc,2-NP,True
1764,explicit,20031,,tag,loc,2-NL,True
1764,explicit,20064,,tag,loc,2-NZ,True
1764,explicit,20505,,tag,loc,2-NI,True
1764,explicit,20227,,tag,loc,2-NE,True
1764,explicit,20234,,tag,loc,2-NG,True
1764,explicit,20850,,tag,loc,2-KP,True
1764,explicit,20047,,tag,loc,2-NO,True
1764,explicit,20968,,tag,loc,2-OM,True
1764,explicit,20092,,tag,loc,2-PK,True
1764,explicit,20507,,tag,loc,2-PA,True
1764,explicit,20675,,tag,loc,2-PG,True
1764,explicit,20595,,tag,loc,2-PY,True
1764,explicit,20051,,tag,loc,2-PE,True
1764,explicit,20063,,tag,loc,2-PH,True
1764,explicit,20048,,tag,loc,2-PL,True
1764,explicit,20689,,tag,loc,2-PF,True
1764,explicit,20351,,tag,loc,2-PT,True
1764,explicit,21787,,tag,loc,2-PR,True
1764,explicit,20974,,tag,loc,2-QA,True
1764,explicit,20040,,tag,loc,2-RO,True
1764,explicit,20007,,tag,loc,2-RU,True
1764,explicit,21758,,tag,loc,2-LC,True
1764,explicit,21784,,tag,loc,2-VC,True
1764,explicit,20378,,tag,loc,2-SM,True
1764,explicit,20239,,tag,loc,2-ST,True
1764,explicit,20966,,tag,loc,2-SA,True
1764,explicit,20221,,tag,loc,2-SN,True
1764,explicit,20248,,tag,loc,2-SC,True
1764,explicit,20232,,tag,loc,2-SL,True
1764,explicit,20065,,tag,loc,2-SG,True
1764,explicit,20421,,tag,loc,2-SK,True
1764,explicit,20386,,tag,loc,2-SI,True
1764,explicit,20677,,tag,loc,2-SB,True
1764,explicit,20252,,tag,loc,2-SO,True
1764,explicit,20027,,tag,loc,2-ZA,True
1764,explicit,20034,,tag,loc,2-ES,True
1764,explicit,20094,,tag,loc,2-LK,True
1764,explicit,21758,,tag,loc,2-LC,True
1764,explicit,21784,,tag,loc,2-VC,True
1764,explicit,20249,,tag,loc,2-SD,True
1764,explicit,20597,,tag,loc,2-SR,True
1764,explicit,20268,,tag,loc,2-SZ,True
1764,explicit,20046,,tag,loc,2-SE,True
1764,explicit,20041,,tag,loc,2-CH,True
1764,explicit,20963,,tag,loc,2-SY,True
1764,explicit,20886,,tag,loc,2-TW,True
1764,explicit,20992,,tag,loc,2-TJ,True
1764,explicit,20255,,tag,loc,2-TZ,True
1764,explicit,20066,,tag,loc,2-TH,True
1764,explicit,20228,,tag,loc,2-TG,True
1764,explicit,20676,,tag,loc,2-TO,True
1764,explicit,21809,,tag,loc,2-TT,True
1764,explicit,20216,,tag,loc,2-TN,True
1764,explicit,20090,,tag,loc,2-TR,True
1764,explicit,20993,,tag,loc,2-TM,True
1764,explicit,20256,,tag,loc,2-UG,True
1764,explicit,20380,,tag,loc,2-UA,True
1764,explicit,20971,,tag,loc,2-AE,True
1764,explicit,20044,,tag,loc,2-GB,True
1764,explicit,20001,,tag,loc,2-US,True
1764,explicit,20598,,tag,loc,2-UY,True
1764,explicit,20233,,tag,loc,2-UZ,True
1764,explicit,20058,,tag,loc,2-VE,True
1764,explicit,20084,,tag,loc,2-VN,True
1764,explicit,20967,,tag,loc,2-YE,True
1764,explicit,20381,,tag,loc,2-YU,True
1764,explicit,20263,,tag,loc,2-ZW,True
1764,explicit,20243,,tag,loc,2-ZR,True
1764,explicit,20260,,tag,loc,2-ZM,True
1764,explicit,30001,,tag,loc,"2-AT,3-Vienna",True
1764,explicit,30316,,tag,loc,"2-AT,3-Gratz",True
1764,explicit,30662,,tag,loc,"2-AT,3-Salzburg",True
1764,explicit,30732,,tag,loc,"2-AT,3-Linz",True
1764,explicit,40070,,tag,loc,"2-IT,3-Torino",True
1764,explicit,40300,,tag,loc,"2-AT,3-Vienna",True
1764,explicit,40310,,tag,loc,"2-DE,3-Frankfurt-am-Main",True
1764,explicit,40320,,tag,loc,"2-CH,3-Zurich",True
1764,explicit,40330,,tag,loc,"2-NL,3-amsterdam",True
1764,explicit,40010,,tag,fac,Level3 CenturyLink,True
1764,explicit,40050,,tag,fac,GTT,True
1764,explicit,40070,,tag,fac,NTT,True
1764,explicit,210,,pref,,80,True
1764,explicit,215,,pref,,100,True
1764,explicit,220,,pref,,120,True
1764,explicit,40019,,sel_ann,no-export,3356,True
1764,explicit,40029,,sel_ann,no-export,174,True
1764,explicit,40039,,sel_ann,no-export,8218,True
1764,explicit,40059,,sel_ann,no-export,3257,True
1764,explicit,40069,,sel_ann,no-export,6939,True
1764,explicit,40079,,sel_ann,no-export,2914,True
1764,explicit,40089,,sel_ann,no-export,1299,True
1764,explicit,40309,,sel_ann,no-export,IX-VIX,True
1764,explicit,40319,,sel_ann,no-export,IX-DE-CIX,True
1764,explicit,40329,,sel_ann,no-export,IX-SWISS-IX,True
1764,explicit,40339,,sel_ann,no-export,IX-AMS-IX,True
1764,explicit,40349,,sel_ann,no-export,IX-LINX,True
1764,explicit,40359,,sel_ann,no-export,IX-SAIX,True
1764,explicit,40619,,sel_ann,no-export,IX-VIX,True
1764,explicit,40019,,sel_ann,no-export,IX-VIX,True
1764,regular,,^4001[1-3]$,sel_ann,export,3356,True
1764,regular,,^4002[1-3]$,sel_ann,export,174,True
1764,regular,,^4003[1-3]$,sel_ann,export,8218,True
1764,regular,,^4005[1-3]$,sel_ann,export,3257,True
1764,regular,,^4006[1-3]$,sel_ann,export,6939,True
1764,regular,,^4007[1-3]$,sel_ann,export,2914,True
1764,regular,,^4008[1-3]$,sel_ann,export,1299,True
1764,regular,,^4030[1-3]$,sel_ann,export,IX-VIX,True
1764,regular,,^4031[1-3]$,sel_ann,export,IX-DE-CIX,True
1764,regular,,^4032[1-3]$,sel_ann,export,IX-SWISS-IX,True
1764,regular,,^4033[1-3]$,sel_ann,export,IX-AMS-IX,True
1764,regular,,^4034[1-3]$,sel_ann,export,IX-LINX,True
1764,regular,,^4035[1-3]$,sel_ann,export,IX-SAIX,True
1764,regular,,^4061[1-3]$,sel_ann,export,IX-VIX,True
1764,regular,,^4001[1-3]$,sel_ann,export,IX-VIX,True
1764,regular,,^40[0-9]{2}1$,prepend,,1,True
1764,regular,,^40[0-9]{2}2$,prepend,,2,True
1764,regular,,^40[0-9]{2}3$,prepend,,3,True
1764,explicit,666,,blackhole,,,True
1820,explicit,30170,,pref,,170,True
1820,explicit,30165,,pref,,165,True
1820,explicit,31000,,sel_ann,no-export,peer,True
1820,explicit,31100,,sel_ann,no-export,"1-NA,peer",True
1820,explicit,31200,,sel_ann,no-export,"1-EU,peer",True
1820,regular,,^3100[1-9]$,sel_ann,export,peer,True
1820,regular,,^3110[1-9]$,sel_ann,export,"1-NA,peer",True
1820,regular,,^3120[1-9]$,sel_ann,export,"1-EU,peer",True
1820,regular,,^31[0-2]01$,prepend,,1,True
1820,regular,,^31[0-2]02$,prepend,,2,True
1820,regular,,^31[0-2]03$,prepend,,3,True
1820,regular,,^31[0-2]04$,prepend,,4,True
1820,regular,,^31[0-2]05$,prepend,,5,True
1820,regular,,^31[0-2]06$,prepend,,6,True
1820,regular,,^31[0-2]07$,prepend,,7,True
1820,regular,,^31[0-2]08$,prepend,,8,True
1820,regular,,^31[0-2]09$,prepend,,9,True
1820,explicit,36666,,blackhole,,,True
1820,explicit,2000,,tag,loc,2-CH,True
1820,explicit,3000,,tag,loc,2-CH,True
1820,explicit,3001,,tag,loc,2-CH,True
1820,explicit,3100,,tag,loc,1-EU,True
1820,explicit,3101,,tag,loc,1-EU,True
1820,explicit,3200,,tag,loc,1-AS,True
1820,explicit,3201,,tag,loc,1-AS,True
1836,explicit,19999,,pref,,400,True
1836,explicit,2000,,tag,rel,customer,True
1836,explicit,3000,,tag,rel,peer,True
1836,explicit,3001,,tag,rel,peer,True
1836,explicit,3010,,tag,rel,peer,True
1836,explicit,3020,,tag,rel,peer,True
1836,explicit,3100,,tag,rel,peer,True
1836,explicit,3101,,tag,rel,peer,True
1836,explicit,3110,,tag,rel,peer,True
1836,explicit,3200,,tag,rel,peer,True
1836,explicit,3201,,tag,rel,peer,True
1836,explicit,3210,,tag,rel,peer,True
1836,explicit,3021,,tag,rel,peer,True
1836,explicit,3030,,tag,rel,peer,True
1836,explicit,6001,,tag,asn,3549,True
1836,explicit,6031,,tag,asn,174,True
1836,explicit,6041,,tag,asn,13030,True
1836,explicit,3010,,tag,IXP,IX-EQUINIX,True
1836,explicit,3020,,tag,IXP,IX-SWISS-IX,True
1836,explicit,3110,,tag,IXP,IX-AMS-IX,True
1836,explicit,3210,,tag,IXP,IX-HK-IX,True
1836,explicit,13026,,tag,loc,"2-NL,3-amsterdam",True
1836,explicit,13116,,tag,loc,"2-NL,3-amsterdam",True
1836,explicit,13216,,tag,loc,"2-NL,3-amsterdam",True
1836,explicit,3010,,tag,loc,"2-CH,3-Zurich",True
1836,explicit,3020,,tag,loc,"2-NL,3-amsterdam",True
1836,explicit,3110,,tag,loc,"2-NL,3-amsterdam",True
1836,explicit,3210,,tag,loc,"2-NL,3-amsterdam",True
1836,explicit,666,,blackhole,,,True
1836,explicit,999,,blackhole,,,True
1836,explicit,10006,,sel_ann,no-export,3356,True
1836,explicit,10036,,sel_ann,no-export,174,True
1836,explicit,10046,,sel_ann,no-export,13030,True
1836,explicit,10006,,sel_ann,no-export,3356,True
1836,explicit,10036,,sel_ann,no-export,174,True
1836,explicit,11000,,sel_ann,no-export,2-CH,True
1836,explicit,11100,,sel_ann,no-export,1-EU,True
1836,explicit,11200,,sel_ann,no-export,1-AS,True
1836,explicit,13016,,sel_ann,no-export,IX-EQUINIX,True
1836,explicit,13026,,sel_ann,no-export,IX-SWISS-IX,True
1836,explicit,13046,,sel_ann,no-export,3303,True
1836,explicit,13056,,sel_ann,no-export,6830,True
1836,explicit,13116,,sel_ann,no-export,IX-AMS-IX,True
1836,explicit,13216,,sel_ann,no-export,IX-HK-IX,True
1836,regular,,^1000[1-3]$,sel_ann,export,3356,True
1836,regular,,^1003[1-3]$,sel_ann,export,174,True
1836,regular,,^1004[1-3]$,sel_ann,export,13030,True
1836,regular,,^1000[1-3]$,sel_ann,export,3356,True
1836,regular,,^1003[1-3]$,sel_ann,export,174,True
1836,regular,,^1301[1-3]$,sel_ann,export,IX-EQUINIX,True
1836,regular,,^1302[1-3]$,sel_ann,export,IX-SWISS-IX,True
1836,regular,,^1304[1-3]$,sel_ann,export,3303,True
1836,regular,,^1305[1-3]$,sel_ann,export,6830,True
1836,regular,,^1311[1-3]$,sel_ann,export,IX-AMS-IX,True
1836,regular,,^1321[1-3]$,sel_ann,export,IX-HK-IX,True
1836,regular,,^1[03][0-9]{2}1$,prepend,,1,True
1836,regular,,^1[03][0-9]{2}2$,prepend,,2,True
1836,regular,,^1[03][0-9]{2}3$,prepend,,3,True
1853,explicit,1010,,sel_ann,no-export,6939,True
1853,explicit,1030,,sel_ann,no-export,1764,True
1853,explicit,1110,,sel_ann,no-export,IX-VIX,True
1853,explicit,1210,,sel_ann,no-export,2607,True
1853,explicit,1220,,sel_ann,no-export,2852,True
1853,explicit,1230,,sel_ann,no-export,8501,True
1853,regular,,^101[2-5]$,sel_ann,export,6939,True
1853,regular,,^111[2-5]$,sel_ann,export,IX-VIX,True
1853,regular,,^121[2-5]$,sel_ann,export,2607,True
1853,regular,,^122[2-5]$,sel_ann,export,2852,True
1853,regular,,^123[2-5]$,sel_ann,export,8501,True
1853,regular,,^1[0-3][0-9]2$,prepend,,1,True
1853,regular,,^1[0-3][0-9]3$,prepend,,2,True
1853,regular,,^1[0-3][0-9]4$,prepend,,3,True
1853,regular,,^1[0-3][0-9]5$,prepend,,4,True
1853,regular,,^10[0-9]9$,tag,rel,provider,True
1853,regular,,^1[1-2][0-9]9$,tag,rel,peer,True
1853,explicit,1853,,tag,rel,customer,True
1887,explicit,55035,,pref,,35,True
1887,explicit,60000,,tag,rel,customer,True
1887,explicit,60100,,tag,rel,customer,True
1887,explicit,60010,,tag,rel,provider,True
1887,explicit,60050,,tag,rel,peer,True
1955,explicit,22,,blackhole,,,True
2118,regular,,^31[0-9]{2}$,tag,rel,peer,True
2118,regular,,^32[0-9]{2}$,tag,rel,peer,True
2118,regular,,^40[0-9]{2}$,tag,rel,provider,True
2118,explicit,620,,tag,rel,customer,True
2118,explicit,623,,tag,rel,peer,True
2118,explicit,626,,tag,rel,provider,True
2118,explicit,4001,,tag,asn,9002,True
2118,explicit,4002,,tag,asn,20485,True
2118,explicit,4003,,tag,asn,3216,True
2118,explicit,4004,,tag,asn,28917,True
2118,explicit,4005,,tag,asn,21414,True
2118,explicit,666,,blackhole,,,True
2118,explicit,5019,,sel_ann,no-export,provider,True
2118,explicit,5029,,sel_ann,no-export,customer,True
2118,explicit,5039,,sel_ann,no-export,peer,True
2118,explicit,6019,,sel_ann,no-export,9002,True
2118,explicit,6029,,sel_ann,no-export,20485,True
2118,explicit,6039,,sel_ann,no-export,3216,True
2118,explicit,6059,,sel_ann,no-export,28917,True
2118,explicit,6069,,sel_ann,no-export,21414,True
2118,regular,,^501[1246]$,sel_ann,export,provider,True
2118,regular,,^502[1246]$,sel_ann,export,customer,True
2118,regular,,^503[1246]$,sel_ann,export,peer,True
2118,regular,,^601[1246]$,sel_ann,export,9002,True
2118,regular,,^602[1246]$,sel_ann,export,20485,True
2118,regular,,^603[1246]$,sel_ann,export,3216,True
2118,regular,,^605[1246]$,sel_ann,export,28917,True
2118,regular,,^606[1246]$,sel_ann,export,21414,True
2118,regular,,^[5-6]0[1-6]1$,prepend,,1,True
2118,regular,,^[5-6]0[1-6]2$,prepend,,2,True
2118,regular,,^[5-6]0[1-6]4$,prepend,,4,True
2118,regular,,^[5-6]0[1-6]6$,prepend,,6,True
2118,explicit,171,,pref,,710,True
2118,explicit,169,,pref,,690,True
2118,explicit,140,,pref,,400,True
2118,explicit,130,,pref,,300,True
2118,explicit,110,,pref,,100,True
2119,explicit,900,,sel_ann,no-export,provider,True
2119,explicit,910,,sel_ann,no-export,3356,True
2119,explicit,911,,sel_ann,no-export,1299,True
2119,explicit,901,,sel_ann,export,provider,True
2119,explicit,920,,sel_ann,export,3356,True
2119,explicit,921,,sel_ann,export,1299,True
2119,explicit,990,,pref,,90,True
2119,explicit,991,,pref,,110,True
2119,explicit,995,,blackhole,,,True
2152,explicit,666,,blackhole,,,True
2588,explicit,666,,blackhole,,,True
2588,explicit,900,,tag,IXP,IX-LIX,True
2588,explicit,400,,tag,loc,2-LV,True
2683,regular,,^1[0-9]{3}$,tag,rel,customer,True
2683,regular,,^2[0-9]{3}$,tag,rel,peer,True
2683,regular,,^3[0-9]{3}$,tag,rel,provider,True
2683,regular,,^[1-3][0-9]{2}1$,prepend,,1,True
2683,regular,,^[1-3][0-9]{2}2$,prepend,,2,True
2683,regular,,^[1-3][0-9]{2}3$,prepend,,3,True
